aid,firstname,lastname,gender,birthdate,deathdate,birthplace,deathplace,nationality,eid,title,venue,startdate,type,paintings,country,city,latitude,longitude,age_at_exhibition,status_at_exhibition
7030,William Lionel,Clause,Male,1887,1946,Middleton,London,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,2,GB,London,51.514248,-0.093145,27,Alive
7030,William Lionel,Clause,Male,1887,1946,Middleton,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,28,Alive
7030,William Lionel,Clause,Male,1887,1946,Middleton,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,28,Alive
7030,William Lionel,Clause,Male,1887,1946,Middleton,London,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,2,GB,London,51.514248,-0.093145,27,Alive
7041,Harold,Squire,Male,1881,1959,Valparaíso,Henfield,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,New English Art Club,1911,group,2,GB,London,51.514248,-0.093145,30,Alive
7041,Harold,Squire,Male,1881,1959,Valparaíso,Henfield,United Kingdom,374,Forty-fifth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1911,group,1,GB,London,51.514248,-0.093145,30,Alive
7041,Harold,Squire,Male,1881,1959,Valparaíso,Henfield,United Kingdom,374,Forty-fifth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1911,group,1,GB,London,51.514248,-0.093145,30,Alive
7041,Harold,Squire,Male,1881,1959,Valparaíso,Henfield,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,Galleries of the Royal Society of British Artists,1911,group,2,GB,London,51.514248,-0.093145,30,Alive
7042,Gerald L.,Brockhurst,Male,1890,1978,Birmingham,Franklin Lakes,United States,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,3,GB,London,51.514248,-0.093145,25,Alive
7042,Gerald L.,Brockhurst,Male,1890,1978,Birmingham,Franklin Lakes,United States,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,2,GB,London,51.514248,-0.093145,24,Alive
7042,Gerald L.,Brockhurst,Male,1890,1978,Birmingham,Franklin Lakes,United States,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,3,GB,London,51.514248,-0.093145,25,Alive
7042,Gerald L.,Brockhurst,Male,1890,1978,Birmingham,Franklin Lakes,United States,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,2,GB,London,51.514248,-0.093145,24,Alive
7043,William John,Leech,Male,1881,1968,Dublin,New York,Ireland,376,The London Salon of the Allied Artists' Association. Fourth Year,Royal Albert Hall,1911,group,3,GB,London,51.514248,-0.093145,30,Alive
7043,William John,Leech,Male,1881,1968,Dublin,New York,Ireland,376,The London Salon of the Allied Artists' Association. Fourth Year,"Allied Artists'  Association, Ltd.",1911,group,3,GB,London,51.514248,-0.093145,30,Alive
7059,Paul-Emile,Pissarro,Male,1884,1972,Éragny,Paris,France,693,Fifty-first Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,30,Alive
7059,Paul-Emile,Pissarro,Male,1884,1972,Éragny,Paris,France,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,30,Alive
7059,Paul-Emile,Pissarro,Male,1884,1972,Éragny,Paris,France,693,Fifty-first Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,30,Alive
7059,Paul-Emile,Pissarro,Male,1884,1972,Éragny,Paris,France,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,30,Alive
7059,Paul-Emile,Pissarro,Male,1884,1972,Éragny,Paris,France,600,Post-Impressionist and Futurist Exhibition,Doré Gallery,1913,group,8,GB,London,51.514248,-0.093145,29,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,25,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,693,Fifty-first Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,25,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,26,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,693,Fifty-first Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,25,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,25,Alive
7061,Nora Lucy Mowbray,Cundell,Female,1889,1948,London,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,26,Alive
7067,Phyllis,Gardner,Female,1890,1939,Cambridge,Maidenhead,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,1,GB,London,51.514248,-0.093145,23,Alive
7067,Phyllis,Gardner,Female,1890,1939,Cambridge,Maidenhead,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,25,Alive
7067,Phyllis,Gardner,Female,1890,1939,Cambridge,Maidenhead,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,25,Alive
7067,Phyllis,Gardner,Female,1890,1939,Cambridge,Maidenhead,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,1,GB,London,51.514248,-0.093145,23,Alive
7083,Neville,Lewis,Male,1895,1972,Cape Town,Stellenbosch,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,2,GB,London,51.514248,-0.093145,20,Alive
7083,Neville,Lewis,Male,1895,1972,Cape Town,Stellenbosch,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,2,GB,London,51.514248,-0.093145,20,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,1050,Hagenbund. Frühjahrsausstellung. [35. Ausstellung],Künstlerbund Hagen / Hagenbund,1912,group,4,AT,Vienna,48.2167,16.3667,22,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,1331,XLVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession,Vereinigung bildender Künstler Österreichs Secession,1914,group,4,AT,Vienna,48.2167,16.3667,24,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,522,XLIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession,Vereinigung bildender Künstler Österreichs Secession,1913,group,4,AT,Vienna,48.2167,16.3667,23,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,522,XLIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession,Gebäude der Secession,1913,group,4,AT,Vienna,48.2167,16.3667,23,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,1050,Hagenbund. Frühjahrsausstellung. [35. Ausstellung],Räume des Künstlerbundes Hagen - Zedlitzgasse,1912,group,4,AT,Vienna,48.2167,16.3667,22,Alive
7085,Gustav,Schütt,Male,1890,1968,Vienna,Klosterneuburg,Austria,1331,XLVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession,Gebäude der Secession,1914,group,4,AT,Vienna,48.2167,16.3667,24,Alive
7086,Georg,Broel,Male,1884,1940,Bad Honnef,Munich,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7086,Georg,Broel,Male,1884,1940,Bad Honnef,Munich,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,5,GB,London,51.514248,-0.093145,30,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,1,GB,London,51.514248,-0.093145,28,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,1,GB,London,51.514248,-0.093145,28,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,680,Twentieth Century Art. A Review of Modern Movements,Whitechapel Art Gallery,1914,group,1,GB,London,51.514248,-0.093145,29,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,5,GB,London,51.514248,-0.093145,30,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,1,GB,London,51.514248,-0.093145,28,Alive
7087,Gwendolen,Raverat,Female,1885,1957,Cambridge,Cambridge,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,1,GB,London,51.514248,-0.093145,28,Alive
7097,Rene,Bosiers,Male,1875,1927,Antwerp,Borgerhout,Belgium,1462,Les Indépendants Cercle d'Art. Salon annuel,Les Indépendants Cercle d'Art,1905,group,9,BE,Brussels,50.833333,4.333333,30,Alive
7097,Rene,Bosiers,Male,1875,1927,Antwerp,Borgerhout,Belgium,1462,Les Indépendants Cercle d'Art. Salon annuel,Brussels (exact location unknown),1905,group,9,BE,Brussels,50.833333,4.333333,30,Alive
7099,Vernon,Hill,Male,1887,1972,Halifax,Woodspring Priory,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,2,GB,London,51.514248,-0.093145,28,Alive
7099,Vernon,Hill,Male,1887,1972,Halifax,Woodspring Priory,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,3,GB,London,51.514248,-0.093145,26,Alive
7099,Vernon,Hill,Male,1887,1972,Halifax,Woodspring Priory,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,3,GB,London,51.514248,-0.093145,26,Alive
7099,Vernon,Hill,Male,1887,1972,Halifax,Woodspring Priory,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,2,GB,London,51.514248,-0.093145,28,Alive
7099,Vernon,Hill,Male,1887,1972,Halifax,Woodspring Priory,United Kingdom,680,Twentieth Century Art. A Review of Modern Movements,Whitechapel Art Gallery,1914,group,2,GB,London,51.514248,-0.093145,27,Alive
7100,Franz Karl,Delavilla,Male,1884,1967,Vienna,Frankfurt am Main,Austria,163,Kunstschau Wien,Kunstschau Wien,1908,group,1,AT,Vienna,48.2167,16.3667,24,Alive
7100,Franz Karl,Delavilla,Male,1884,1967,Vienna,Frankfurt am Main,Austria,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7100,Franz Karl,Delavilla,Male,1884,1967,Vienna,Frankfurt am Main,Austria,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7100,Franz Karl,Delavilla,Male,1884,1967,Vienna,Frankfurt am Main,Austria,163,Kunstschau Wien,Gebäude der Kunstschau Wien,1908,group,1,AT,Vienna,48.2167,16.3667,24,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,New English Art Club,1911,group,3,GB,London,51.514248,-0.093145,29,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1912,group,2,GB,London,51.514248,-0.093145,30,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,374,Forty-fifth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1911,group,2,GB,London,51.514248,-0.093145,29,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,468,Forty-seventh Exhibition of Modern Pictures. New English Art Club,New English Art Club,1912,group,3,GB,London,51.514248,-0.093145,30,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,Galleries of the Royal Society of British Artists,1911,group,3,GB,London,51.514248,-0.093145,29,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,1238,Forty-Second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1909,group,4,GB,London,51.514248,-0.093145,27,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,374,Forty-fifth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1911,group,2,GB,London,51.514248,-0.093145,29,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1912,group,2,GB,London,51.514248,-0.093145,30,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,1053,Forty-Fourth Exhibition of Modern Pictures by the New English Art Club,Galleries of the Royal Society of British Artists,1910,group,4,GB,London,51.514248,-0.093145,28,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,468,Forty-seventh Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1912,group,3,GB,London,51.514248,-0.093145,30,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,1238,Forty-Second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1909,group,4,GB,London,51.514248,-0.093145,27,Alive
7101,Charles Sidney,Cheston,Male,1882,1960,London,Polstead,United Kingdom,1053,Forty-Fourth Exhibition of Modern Pictures by the New English Art Club,New English Art Club,1910,group,4,GB,London,51.514248,-0.093145,28,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,1,GB,London,51.514248,-0.093145,25,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,Galleries of the Royal Society of British Artists,1911,group,1,GB,London,51.514248,-0.093145,23,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,2,GB,London,51.514248,-0.093145,27,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,405,Forty-Sixth Exhibition of Modern Pictures by the New English Art Club,New English Art Club,1911,group,1,GB,London,51.514248,-0.093145,23,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,1,GB,London,51.514248,-0.093145,25,Alive
7102,Sydney William,Carline,Male,1888,1929,London,London,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,2,GB,London,51.514248,-0.093145,27,Alive
7104,Isaac,Rosenberg,Male,1890,1918,Bristol,Arras,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,3,GB,London,51.514248,-0.093145,25,Alive
7104,Isaac,Rosenberg,Male,1890,1918,Bristol,Arras,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,3,GB,London,51.514248,-0.093145,25,Alive
7104,Isaac,Rosenberg,Male,1890,1918,Bristol,Arras,United Kingdom,680,Twentieth Century Art. A Review of Modern Movements,Whitechapel Art Gallery,1914,group,5,GB,London,51.514248,-0.093145,24,Alive
7104,Isaac,Rosenberg,Male,1890,1918,Bristol,Arras,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1912,group,1,GB,London,51.514248,-0.093145,22,Alive
7104,Isaac,Rosenberg,Male,1890,1918,Bristol,Arras,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1912,group,1,GB,London,51.514248,-0.093145,22,Alive
7107,Hugo,Finkbeiner,Male,1879,1955,Friedrichstal (Stutensee),Stuttgart,Germany,58,"Deutsche Kunstausstellung in der ""Flora""",Verband der Kunstfreunde in den Ländern am Rhein,1906,group,1,DE,Dusseldorf,51.216667,6.766667,27,Alive
7107,Hugo,Finkbeiner,Male,1879,1955,Friedrichstal (Stutensee),Stuttgart,Germany,58,"Deutsche Kunstausstellung in der ""Flora""","Kölner Verein zur Förderung der Ausstellung [""Flora""]",1906,group,1,DE,Cologne,50.933333,6.95,27,Alive
7107,Hugo,Finkbeiner,Male,1879,1955,Friedrichstal (Stutensee),Stuttgart,Germany,58,"Deutsche Kunstausstellung in der ""Flora""",Ausstellungsgelände Botanischer Garten Flora,1906,group,1,DE,Cologne,50.933333,6.95,27,Alive
7109,James Bolivar,Manson,Male,1879,1945,London,London,United Kingdom,1238,Forty-Second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1909,group,1,GB,London,51.514248,-0.093145,30,Alive
7109,James Bolivar,Manson,Male,1879,1945,London,London,United Kingdom,1238,Forty-Second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1909,group,1,GB,London,51.514248,-0.093145,30,Alive
7111,Hermann,Geibel,Male,1889,1972,Freiburg im Breisgau,Darmstadt,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,24,Alive
7111,Hermann,Geibel,Male,1889,1972,Freiburg im Breisgau,Darmstadt,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,24,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,28,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,680,Twentieth Century Art. A Review of Modern Movements,Whitechapel Art Gallery,1914,group,2,GB,London,51.514248,-0.093145,27,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,27,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,2,GB,London,51.514248,-0.093145,26,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,468,Forty-seventh Exhibition of Modern Pictures. New English Art Club,New English Art Club,1912,group,1,GB,London,51.514248,-0.093145,25,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,2,GB,London,51.514248,-0.093145,26,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,28,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,468,Forty-seventh Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1912,group,1,GB,London,51.514248,-0.093145,25,Alive
7116,Malcolm,Milne,Male,1887,1954,Cheadle,Oxford,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,27,Alive
7126,Alvaro,Guevara,Male,1894,1951,Valparaíso,Aix-en-Provence,Chile,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,21,Alive
7126,Alvaro,Guevara,Male,1894,1951,Valparaíso,Aix-en-Provence,Chile,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,21,Alive
7128,Harold,Williamson,Male,1898,1972,Manchester,"Sale, Greater Manchester",United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,17,Alive
7128,Harold,Williamson,Male,1898,1972,Manchester,"Sale, Greater Manchester",United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,17,Alive
7131,Hester,Frood,Female,1882,1971,Bulls,Topsham,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1912,group,1,GB,London,51.514248,-0.093145,30,Alive
7131,Hester,Frood,Female,1882,1971,Bulls,Topsham,United Kingdom,507,Forty-eighth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1912,group,1,GB,London,51.514248,-0.093145,30,Alive
7134,Dora,Carrington,Female,1893,1932,Hereford,Berkshire,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,New English Art Club,1914,group,1,GB,London,51.514248,-0.093145,21,Alive
7134,Dora,Carrington,Female,1893,1932,Hereford,Berkshire,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,22,Alive
7134,Dora,Carrington,Female,1893,1932,Hereford,Berkshire,United Kingdom,1049,Fifty-Fourth Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,22,Alive
7134,Dora,Carrington,Female,1893,1932,Hereford,Berkshire,United Kingdom,709,Fifty-second Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1914,group,1,GB,London,51.514248,-0.093145,21,Alive
7138,Alfred,Hagel,Male,1885,1945,Vienna,Vienna,Austria,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,28,Alive
7138,Alfred,Hagel,Male,1885,1945,Vienna,Vienna,Austria,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,28,Alive
7141,Anna,De Barsy,Female,1878,1949,Brussels,Antwerp,Belgium,1048,"Exposition inaugurale de la Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale.",Stadtfestsaal Antwerpen,1908,group,3,BE,Antwerp,51.213886,4.401514,30,Alive
7141,Anna,De Barsy,Female,1878,1949,Brussels,Antwerp,Belgium,1048,"Exposition inaugurale de la Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale.",Koninklijke Maatschappij van Aanmoediging der Schoone Kunsten Antwerpen,1908,group,3,BE,Antwerp,51.213886,4.401514,30,Alive
7147,Max,Hoene,Male,1884,1965,Rudolstadt,Munich,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7147,Max,Hoene,Male,1884,1965,Rudolstadt,Munich,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,29,Alive
7151,Hans,Pellar,Male,1886,1971,Vienna,Vienna,Austria,163,Kunstschau Wien,Kunstschau Wien,1908,group,2,AT,Vienna,48.2167,16.3667,22,Alive
7151,Hans,Pellar,Male,1886,1971,Vienna,Vienna,Austria,1051,Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke,Moderne Galerie (Heinrich Thannhauser),1910,group,7,DE,Munich,48.15,11.583333,24,Alive
7151,Hans,Pellar,Male,1886,1971,Vienna,Vienna,Austria,1451,Eröffnungs-Ausstellung November 1909. Moderne Galerie München,Moderne Galerie (Heinrich Thannhauser),1909,group,22,DE,Munich,48.15,11.583333,23,Alive
7151,Hans,Pellar,Male,1886,1971,Vienna,Vienna,Austria,163,Kunstschau Wien,Gebäude der Kunstschau Wien,1908,group,2,AT,Vienna,48.2167,16.3667,22,Alive
7151,Hans,Pellar,Male,1886,1971,Vienna,Vienna,Austria,622,Januar-Kunstausstellung,Ausstellungshaus am Kurfürstendamm 208/9,1914,group,1,DE,Berlin,52.516667,13.4,28,Alive
7154,Pieter de,Mets,Male,1880,1965,Antwerp,Kapellen,Belgium,1048,"Exposition inaugurale de la Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale.",Koninklijke Maatschappij van Aanmoediging der Schoone Kunsten Antwerpen,1908,group,5,BE,Antwerp,51.213886,4.401514,28,Alive
7154,Pieter de,Mets,Male,1880,1965,Antwerp,Kapellen,Belgium,1048,"Exposition inaugurale de la Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale.",Stadtfestsaal Antwerpen,1908,group,5,BE,Antwerp,51.213886,4.401514,28,Alive
7161,Ruth,Hollingsworth,Female,1880,1945,London,Dedham,United Kingdom,1053,Forty-Fourth Exhibition of Modern Pictures by the New English Art Club,Galleries of the Royal Society of British Artists,1910,group,3,GB,London,51.514248,-0.093145,30,Alive
